ts_code,code,name_x,last_price,pre_close,open,volume,amount,quote_time,pct_change,high,low,turnover_rate,pe_ttm,pb,source,run_ts,quote_date,trade_date,history_trade_date,history_close,name_y,industry,market,gap_days,hist_ret_close_1d,hist_ret_close_3d,hist_ret_close_5d,close_ma5_ratio,close_ma10_ratio,hist_close_range_pos_5d,hist_close_drawdown_10d,hist_close_vol_5d,hist_overnight_prev_1d,hist_overnight_prev_3d_mean,hist_overnight_prev_5d_mean,hist_overnight_prev_5d_std,hist_overnight_positive_rate_5d,is_new_listing_180d,prev_limit_move_like_1d,prev_soft_outlier_1d,name,live_return_vs_prev_close,live_return_vs_pre_close,live_range_pos,from_day_high,from_day_low,live_px_ma5_ratio,live_px_ma10_ratio,live_near_limit_move_like,live_soft_outlier,live_intraday_pullback,overnight_live_score,live_score_component__hist_ret_close_1d,live_score_component__hist_ret_close_3d,live_score_component__hist_ret_close_5d,live_score_component__live_px_ma5_ratio,live_score_component__live_px_ma10_ratio,live_score_component__hist_close_range_pos_5d,live_score_component__hist_close_drawdown_10d,live_score_component__hist_close_vol_5d,live_score_component__hist_overnight_prev_1d,live_score_component__hist_overnight_prev_3d_mean,live_score_component__hist_overnight_prev_5d_mean,live_score_component__hist_overnight_prev_5d_std,live_score_component__hist_overnight_positive_rate_5d,live_score_component__live_return_vs_prev_close,live_score_component__live_range_pos,live_score_component__from_day_high,live_score_component__gap_days,live_score_component__is_new_listing_180d,live_score_component__prev_limit_move_like_1d,live_score_component__prev_soft_outlier_1d,rank_in_live_day,live_reject_reasons,live_pass_risk_filter,final_live_score,heavy_score,heavy_tier,heavy_veto,heavy_adjustment,heavy_keep_rank,heavy_reason,heavy_risk_flags,agent_score,agent_adjustment,agent_veto,agent_risk_level,agent_reason,hot_mention_count,hot_source_count,hot_best_rank,hot_recency_hours,social_bonus_score,theme_match_count,theme_source_count,theme_names,theme_bonus_score,openclaw_event_strength,openclaw_positive_signal,openclaw_risk_penalty,openclaw_theme_count,openclaw_theme_names,openclaw_macro_mentions,openclaw_social_mentions,openclaw_feature_score,openclaw_risk_flags,openclaw_catalyst_summary,ashare_enrichment_bonus_score,ashare_enrichment_risk_penalty,kronos_pred_return_1d,kronos_degraded,rank_in_final_live_day
603833.SH,603833,欧派家居,30.39,29.93,29.64,49126.0,14770.0,15:47:02,1.54,30.86,28.89,0.81,10.04,1.04,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,48.8,欧派家居,家居用品,主板,1,0.0514975220857574,0.0418445772843723,0.0014364867638005,0.0331103395715133,0.0048388757335529,1.0,-0.0388024423872366,0.0313644002881317,-0.0086188321482438,-0.0199441264660919,-0.0130516937119808,0.017491456856562,0.0,False,False,False,欧派家居,-0.3772540983606557,0.01536919478783827,0.7614213197969547,-0.015230071289695335,0.05192107995846307,-0.35663477009060884,-0.37424070832904355,False,True,False,0.6629320987654322,0.941358024691358,0.8240740740740741,0.5277777777777778,0.9938271604938271,0.9938271604938271,0.8055555555555556,0.3055555555555556,0.2006172839506173,0.7962962962962963,0.9753086419753086,0.9753086419753086,0.14506172839506173,0.9120370370370371,0.006172839506172839,0.5679012345679012,0.3888888888888889,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,11.0,,True,0.5477592592592593,0.5,watch,False,0.0,105.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,1,1,消费/离境退税/出行,0.03,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,11.0
605117.SH,605117,德业股份,104.27,96.49,97.76,296838.0,305069.0,15:47:08,8.06,104.86,97.64,2.33,36.34,13.37,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,147.63,德业股份,电气设备,主板,1,0.0547260127170108,0.0055169595422968,0.0167355371900825,0.019656868162228,0.0257924651537679,0.8674971687429203,-0.0078629032258065,0.0370011666992571,-0.0069300564406657,-0.0108209214006644,-0.006704274159158,0.0101886480408277,0.2,False,False,False,德业股份,-0.29370724107566215,0.08063011711058143,0.9182825484764539,-0.005626549685294746,0.06790249897582945,-0.27982373742955,-0.2754902097027475,False,True,False,0.6597993827160495,0.9567901234567902,0.4691358024691358,0.6728395061728395,0.9228395061728395,0.8981481481481481,0.5771604938271605,0.6697530864197531,0.12654320987654322,0.7438271604938271,0.9104938271604939,0.8796296296296297,0.30864197530864196,0.6327160493827161,0.06481481481481481,0.8796296296296297,0.7932098765432098,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,12.0,,True,0.5383796296296297,0.69,watch,False,0.03,9.0,储能主题，日内涨幅大,"[""高位追涨风险""]",0.6,-0.1,False,medium,涨幅过高存在透支风险，需谨慎追入,0,0,,,0.0,1,1,新能源/储能/锂电,0.03,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,12.0
300274.SZ,300274,阳光电源,155.64,151.05,149.02,849159.0,1299435.0,15:47:18,3.04,159.41,145.0,5.35,27.06,6.83,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,138.07,阳光电源,电气设备,创业板,1,0.0629763646162138,0.0319904327677704,0.0084727193046527,0.0340153376070937,0.0283547961836097,1.0,0.0,0.0343976904617741,-0.0068519516513971,-0.022002654530221,-0.0131426866286303,0.0184205964088608,0.2,False,False,False,阳光电源,0.12725429130151378,0.0303872889771597,0.738376127689104,-0.023649708299353978,0.07337931034482748,0.16559822658917978,0.1592173569784674,False,True,False,0.6463425925925925,0.9691358024691358,0.7685185185185185,0.5987654320987654,0.11419753086419752,0.11419753086419752,0.8055555555555556,0.8765432098765432,0.1574074074074074,0.7376543209876543,0.9876543209876543,0.9814814814814815,0.1388888888888889,0.6327160493827161,0.8858024691358025,0.5154320987654321,0.2222222222222222,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,13.0,,True,0.5378055555555554,0.5,watch,False,0.0,111.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,1,1,新能源/储能/锂电,0.03,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,13.0
601901.SH,601901,方正证券,7.15,7.15,7.19,1083772.0,77645.0,15:47:04,0.0,7.25,7.09,1.32,13.81,1.12,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,7.15,方正证券,证券,主板,1,0.0113154172560112,0.0287769784172662,0.0170697012802276,0.0173591348890154,0.0159136118215403,1.0,0.0,0.0100298441654163,-0.0028288543140029,-0.0019014949480204,-0.0022805004209016,0.0007693124824234,0.0,False,False,False,方正证券,0.0,0.0,0.3750000000000028,-0.013793103448275779,0.008462623413258097,0.017359134889015415,0.015913611821540385,False,False,False,0.6899382716049385,0.6172839506172839,0.7561728395061729,0.6790123456790124,0.17592592592592593,0.17901234567901234,0.8055555555555556,0.8765432098765432,0.7469135802469136,0.48148148148148145,0.5740740740740741,0.6512345679012346,0.9907407407407407,0.9120370370370371,0.8040123456790124,0.09259259259259259,0.44753086419753085,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,14.0,,True,0.533962962962963,0.5,watch,False,0.0,100.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,14.0
600690.SH,600690,海尔智家,20.42,19.72,20.12,613699.0,124530.0,15:47:23,3.55,20.58,19.72,0.98,10.23,1.53,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,21.64,海尔智家,家用电器,主板,1,0.0140581068416121,0.056640625,0.0464216634429401,0.0353076260644913,0.0368950646861523,1.0,0.0,0.0188973550280346,0.0018744142455482,-0.001162069845376,-0.0010862089423046,0.0026795346675999,0.2,False,False,False,海尔智家,-0.05637707948243986,0.03549695740365122,0.8139534883720969,-0.007774538386783103,0.03549695740365122,-0.023059994258922578,-0.021562050790608467,False,False,False,0.6891203703703704,0.6666666666666666,0.8981481481481481,0.845679012345679,0.25,0.25,0.8055555555555556,0.8765432098765432,0.4783950617283951,0.16666666666666666,0.46296296296296297,0.4845679012345679,0.7839506172839507,0.6327160493827161,0.6944444444444444,0.6882716049382716,0.7098765432098766,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,15.0,,True,0.5334722222222221,0.5,watch,False,0.0,101.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,15.0
603993.SH,603993,洛阳钼业,18.0,17.24,17.25,3122241.0,553342.0,15:47:23,4.41,18.2,17.18,1.79,15.94,4.65,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,19.19,洛阳钼业,小金属,主板,1,0.0384199134199134,-0.0092927207021166,-0.044798407167745,0.0057651991614255,-0.0225640503234348,0.7977528089887644,-0.0542138984721536,0.0296887351242881,-0.0146103896103896,-0.0102852681287862,-0.0074708906058896,0.0097417886441514,0.2,False,False,False,洛阳钼业,-0.06201146430432525,0.044083526682134666,0.8039215686274516,-0.01098901098901095,0.047729918509895164,-0.05660377358490576,-0.08317628482656736,False,False,False,0.6338425925925926,0.8858024691358025,0.25617283950617287,0.12345679012345678,0.32098765432098764,0.39814814814814814,0.5339506172839507,0.18518518518518517,0.24074074074074073,0.9135802469135802,0.8981481481481481,0.904320987654321,0.3148148148148148,0.6327160493827161,0.6851851851851852,0.6635802469135802,0.5648148148148148,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,16.0,,True,0.5303055555555554,0.5,watch,False,0.0,118.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,1,1,新能源/储能/锂电,0.03,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,16.0
002460.SZ,2460,赣锋锂业,64.07,63.38,63.0,522232.0,331080.0,15:47:12,1.09,64.75,61.7,4.31,35.29,2.89,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,86.9,赣锋锂业,小金属,主板,1,0.0584652862362973,0.0224732321449583,0.0569204573096571,0.0395234221733098,0.0395607287691555,1.0,0.0,0.0455119243455431,-0.0035322777101095,-0.0050206050032797,-0.0027641251623575,0.0052648871217893,0.6,False,False,False,赣锋锂业,-0.2627157652474109,0.010886715052066842,0.7770491803278664,-0.0105019305019306,0.038411669367909074,-0.23357576917555867,-0.23354826361058934,False,True,False,0.6273765432098766,0.9598765432098766,0.7067901234567902,0.8703703703703703,0.8148148148148148,0.8148148148148148,0.8055555555555556,0.8765432098765432,0.07098765432098765,0.5370370370370371,0.7654320987654321,0.6944444444444444,0.5185185185185185,0.13734567901234568,0.11728395061728394,0.6172839506172839,0.5864197530864198,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,17.0,,True,0.5264259259259259,0.5,watch,False,0.0,121.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,1,1,新能源/储能/锂电,0.03,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,17.0
600887.SH,600887,伊利股份,24.58,24.27,24.3,663515.0,161982.0,15:47:17,1.28,24.8,23.82,1.05,12.86,2.88,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,26.57,伊利股份,乳制品,主板,1,0.0423695566888977,0.0522772277227723,0.0506128904705418,0.0392709066729251,0.0412258013950936,1.0,0.0,0.0185803227401292,0.0023538642604943,0.0001245554135641,-0.0001627650365005,0.0016383344131662,0.4,False,False,False,伊利股份,-0.0748964998118179,0.012772970745776657,0.7755102040816303,-0.008870967741935631,0.031905961376994085,-0.038566846593131476,-0.036758366643153906,False,False,False,0.6726234567901235,0.9074074074074074,0.8734567901234568,0.8611111111111112,0.29012345679012347,0.2839506172839506,0.8055555555555556,0.8765432098765432,0.4876543209876543,0.16049382716049382,0.30864197530864196,0.33024691358024694,0.8981481481481481,0.3317901234567901,0.6450617283950617,0.6111111111111112,0.6604938271604939,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,18.0,,True,0.523574074074074,0.5,watch,False,0.0,102.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,18.0
300122.SZ,300122,智飞生物,12.02,11.38,11.37,388561.0,45612.0,15:47:00,5.62,12.04,11.07,2.75,-1.95,1.86,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,15.05,智飞生物,生物制药,创业板,1,0.0080375083724046,0.0168918918918918,-0.0150523560209423,0.0083076510786548,-0.0079103493737638,1.0,-0.0407903123008285,0.0133961527704779,-0.0066979236436703,-0.0091793233286869,-0.0065736636461601,0.004159041333928,0.0,False,False,False,智飞生物,-0.20132890365448508,0.056239015817223015,0.9793814432989695,-0.0016611295681062677,0.08581752484191507,-0.1946938228594398,-0.20764667106130508,False,True,False,0.6711419753086422,0.5370370370370371,0.6358024691358025,0.3333333333333333,0.7191358024691358,0.75,0.8055555555555556,0.2932098765432099,0.6358024691358025,0.7345679012345679,0.8703703703703703,0.8734567901234568,0.6080246913580247,0.9120370370370371,0.2777777777777778,0.9506172839506173,0.9475308641975309,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,19.0,,True,0.5226851851851853,0.5,watch,False,0.0,103.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,19.0
601877.SH,601877,正泰电器,25.2,24.84,24.8,204152.0,50947.0,15:47:17,1.45,25.29,24.43,0.95,11.76,1.22,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,32.6,正泰电器,电气设备,主板,1,0.0261252754170602,0.0064834825563446,-0.0003066544004906,0.0108527131782947,0.0021826677733713,1.0,-0.0254110612855007,0.0151112636444493,-0.0003147623544222,-0.0026966592254038,-0.0024210679633906,0.0061701062619451,0.2,False,False,False,正泰电器,-0.22699386503067487,0.01449275362318847,0.8953488372093025,-0.003558718861209953,0.03151862464183375,-0.2186046511627907,-0.225306649451259,False,True,False,0.6201697530864199,0.8240740740740741,0.5030864197530864,0.5,0.7932098765432098,0.7962962962962963,0.8055555555555556,0.4506172839506173,0.5771604938271605,0.35185185185185186,0.6388888888888888,0.6635802469135802,0.47530864197530864,0.6327160493827161,0.21296296296296297,0.8179012345679012,0.8827160493827161,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,20.0,,True,0.5221018518518519,0.5,watch,False,0.0,128.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,1,1,新能源/储能/锂电,0.03,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,20.0
600018.SH,600018,上港集团,4.83,4.76,4.72,573113.0,27216.0,15:47:23,1.47,4.84,4.64,0.25,8.23,0.77,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,4.93,上港集团,港口,主板,1,0.0061224489795916,0.0061224489795916,0.0061224489795916,0.0053017944535072,0.0030518819938962,1.0,-0.0100401606425704,0.005883668155427,0.0,0.0,1.6592002655003122e-06,0.0014401437763527,0.2,False,False,False,上港集团,-0.020283975659229125,0.014705882352941346,0.9500000000000011,-0.0020661157024792765,0.04094827586206895,-0.015089722675367234,-0.017293997965411867,False,False,False,0.6693981481481482,0.48148148148148145,0.49074074074074076,0.5679012345679012,0.24074074074074073,0.24382716049382716,0.8055555555555556,0.654320987654321,0.9351851851851852,0.2932098765432099,0.33024691358024694,0.3055555555555556,0.941358024691358,0.6327160493827161,0.7777777777777778,0.9320987654320988,0.9290123456790124,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,21.0,,True,0.5216388888888888,0.5,watch,False,0.0,104.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,21.0
001979.SZ,1979,招商蛇口,6.52,6.54,6.52,856577.0,55609.0,15:47:15,-0.31,6.65,6.29,1.02,95.2,0.6,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,8.83,招商蛇口,全国地产,主板,1,0.0208092485549131,0.0562200956937799,0.0208092485549131,0.0284183554623806,0.0236494319499189,1.0,-0.0022598870056497,0.0217161894461946,-0.0057803468208093,-0.0015332364255118,-0.0018464067239416,0.0026687765087709,0.2,False,False,False,招商蛇口,-0.26160815402038506,-0.003058103975535187,0.6388888888888871,-0.019548872180451204,0.0365659777424483,-0.24062427207081305,-0.24414560630651516,False,True,False,0.6183796296296297,0.7746913580246914,0.8950617283950617,0.7067901234567902,0.8333333333333334,0.8425925925925926,0.8055555555555556,0.7345679012345679,0.41358024691358025,0.6790123456790124,0.5061728395061729,0.6080246913580247,0.7870370370370371,0.6327160493827161,0.12345679012345678,0.35185185185185186,0.2716049382716049,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,22.0,,True,0.5210277777777778,0.5,watch,False,0.0,130.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,1,1,消费/离境退税/出行,0.03,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,22.0
600111.SH,600111,北方稀土,47.62,47.26,47.0,797881.0,376717.0,15:47:22,0.76,47.7,46.75,2.21,62.87,6.85,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,50.95,北方稀土,小金属,主板,1,0.0999568221070812,0.0785351397121083,0.0159521435692922,0.0681341719077568,0.0424552429667519,1.0,0.0,0.0583993570079279,0.025474956822107,0.0073669899469645,0.0015482330908446,0.0140953459765891,0.4,False,False,False,北方稀土,-0.06535819430814538,0.007617435463393996,0.915789473684205,-0.0016771488469602414,0.018609625668449148,-0.0016771488469602414,-0.025677749360613844,False,False,False,0.6182098765432098,0.9938271604938271,0.9475308641975309,0.6666666666666666,0.2191358024691358,0.25925925925925924,0.8055555555555556,0.8765432098765432,0.024691358024691357,0.018518518518518517,0.07407407407407407,0.19753086419753085,0.20679012345679013,0.3317901234567901,0.6728395061728395,0.8703703703703703,0.9444444444444444,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,23.0,,True,0.5209259259259258,0.5,watch,False,0.0,131.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,1,1,新能源/储能/锂电,0.03,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,23.0
000786.SZ,786,北新建材,18.25,18.08,18.19,198318.0,36027.0,15:47:57,0.94,18.48,17.61,1.17,10.83,1.16,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,26.17,北新建材,其他建材,主板,1,0.0405566600397615,0.0497392699558765,0.0339786645594628,0.0389043271139342,0.0314519943244522,1.0,0.0,0.0217730390949989,0.0,-0.002283105022831,-0.0022527416847371,0.0030761058605207,0.0,False,False,False,北新建材,-0.30263660680168136,0.009402654867256777,0.7356321839080457,-0.012445887445887482,0.0363429869392391,-0.27550615323541083,-0.28070313731672714,False,True,False,0.659567901234568,0.8981481481481481,0.8641975308641975,0.7901234567901234,0.9104938271604939,0.9104938271604939,0.8055555555555556,0.8765432098765432,0.4104938271604938,0.2932098765432099,0.5987654320987654,0.6481481481481481,0.7129629629629629,0.9120370370370371,0.046296296296296294,0.5,0.5030864197530864,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,24.0,,True,0.5157407407407406,0.5,watch,False,0.0,106.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,24.0
601838.SH,601838,成都银行,18.03,17.96,17.9,197778.0,35452.0,15:47:09,0.39,18.2,17.5,0.47,5.69,0.83,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,19.0,成都银行,银行,主板,1,0.0138740661686234,0.034295046271094,0.0801591813530415,0.0247006795383453,0.0558488469019171,1.0,0.0,0.0105012716149442,0.0,0.0012681204343432,-0.0008166660383374,0.0032103285568288,0.4,False,False,False,成都银行,-0.05105263157894735,0.0038975501113585054,0.7571428571428596,-0.009340659340659196,0.03028571428571425,-0.027612986732822753,0.0019449847179773272,False,False,False,0.6582098765432098,0.6604938271604939,0.7746913580246914,0.9259259259259259,0.2623456790123457,0.20679012345679013,0.8055555555555556,0.8765432098765432,0.7283950617283951,0.2932098765432099,0.21296296296296297,0.41975308641975306,0.6944444444444444,0.3317901234567901,0.7160493827160493,0.5648148148148148,0.6296296296296297,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,25.0,,True,0.5149259259259258,0.5,watch,False,0.0,107.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,25.0
601898.SH,601898,中煤能源,12.79,12.51,12.5,425648.0,53531.0,15:47:17,2.24,12.81,12.17,0.47,9.55,1.03,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,18.71,中煤能源,煤炭开采,主板,1,0.007539041464728,0.0771445020149683,0.1150178784266984,0.0424559839536438,0.0851409349263427,1.0,0.0,0.0314950615461626,0.0005385029617661,-0.0080340912521458,-0.0057047596597282,0.0085808661703646,0.4,False,False,False,中煤能源,-0.3164083377872796,0.022382094324540303,0.9687499999999979,-0.0015612802498049527,0.05094494658997539,-0.2873857811455316,-0.2582067045586358,False,True,False,0.657962962962963,0.5246913580246914,0.9444444444444444,0.9598765432098766,0.9382716049382716,0.8580246913580247,0.8055555555555556,0.8765432098765432,0.19753086419753085,0.2222222222222222,0.8395061728395061,0.845679012345679,0.3549382716049383,0.3317901234567901,0.030864197530864196,0.9475308641975309,0.9506172839506173,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,26.0,,True,0.5147777777777777,0.5,watch,False,0.0,108.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,26.0
000408.SZ,408,藏格矿业,70.16,68.05,68.06,132416.0,91740.0,15:47:30,3.1,70.93,67.65,0.84,23.53,6.24,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,91.01,藏格矿业,农药化肥,主板,1,0.025695931477516,0.0084210526315791,0.0308075659757616,0.0175309138883299,0.0344520739773708,1.0,0.0,0.0219773153736341,-0.0071001915924716,-0.005517197719883,-0.0026609183807943,0.0062542371294065,0.2,False,False,False,藏格矿业,-0.22909570376881672,0.031006612784717058,0.7652439024390214,-0.010855773297617555,0.03710273466371006,-0.21558104693544422,-0.2025364519255869,False,True,False,0.654645061728395,0.8179012345679012,0.5308641975308642,0.7777777777777778,0.7839506172839507,0.7314814814814815,0.8055555555555556,0.8765432098765432,0.4012345679012346,0.7561728395061729,0.7808641975308642,0.6820987654320988,0.45987654320987653,0.6327160493827161,0.20679012345679013,0.5740740740740741,0.5679012345679012,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,27.0,,True,0.5127870370370369,0.5,watch,False,0.0,109.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,27.0
601318.SH,601318,中国平安,48.6,47.23,47.3,1089609.0,525068.0,15:47:24,2.9,48.87,46.9,1.02,6.63,0.89,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,59.43,中国平安,保险,主板,1,0.0312337324310254,0.0285565939771546,0.0241254523522316,0.0237020704860992,0.0223460804046031,1.0,0.0,0.0148710654366046,-0.0001735207357279,-0.0004058252572473,-0.0010032420669442,0.0012667707438969,0.2,False,False,False,中国平安,-0.18223119636547191,0.02900698708448024,0.8629441624365501,-0.0055248618784529135,0.03624733475479758,-0.16284838254039335,-0.16395726892707863,False,True,False,0.6538734567901234,0.8518518518518519,0.75,0.7283950617283951,0.6512345679012346,0.6512345679012346,0.8055555555555556,0.8765432098765432,0.5895061728395061,0.3395061728395062,0.37962962962962965,0.4691358024691358,0.9567901234567902,0.6327160493827161,0.32098765432098764,0.7746913580246914,0.8055555555555556,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,28.0,,True,0.512324074074074,0.5,watch,False,0.0,110.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,28.0
601336.SH,601336,新华保险,60.49,59.6,59.9,271642.0,164137.0,15:47:15,1.49,61.5,58.82,1.3,5.11,1.53,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,64.1,新华保险,保险,主板,1,0.0287273310865028,0.0270789937510014,0.0064374313078976,0.0211884658276246,0.0108815644220154,1.0,-0.005893300248139,0.0162521435969574,0.0011234151821537,-0.000963352670487,-0.0021665833349276,0.0029899143315711,0.2,False,False,False,新华保险,-0.05631825273010904,0.01493288590604025,0.6231343283582097,-0.016422764227642217,0.028391703502210097,-0.0363230842759279,-0.046049519003311556,False,False,False,0.640787037037037,0.8302469135802469,0.7376543209876543,0.5740740740740741,0.2839506172839506,0.2993827160493827,0.8055555555555556,0.6851851851851852,0.5493827160493827,0.2006172839506173,0.42901234567901236,0.6388888888888888,0.7283950617283951,0.6327160493827161,0.6975308641975309,0.32407407407407407,0.3611111111111111,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,29.0,,True,0.504472222222222,0.5,watch,False,0.0,112.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,29.0
600919.SH,600919,江苏银行,11.13,11.09,11.07,1264163.0,139381.0,15:47:18,0.36,11.15,10.79,0.69,5.79,0.77,tencent.qt.gtimg.cn,2026-06-29T15:48:01,2026-06-29,2026-06-29,2026-04-29,11.4,江苏银行,银行,主板,1,0.0035211267605634,0.0097431355181578,0.0251798561151079,0.0090281465746149,0.0220548682087144,1.0,0.0,0.0058595314462447,0.0044014084507042,0.0008753297142806,0.0012394835428541,0.0025505864887984,0.4,False,False,False,江苏银行,-0.023684210526315752,0.0036068530207395977,0.9444444444444459,-0.0017937219730941312,0.03151065801668218,-0.014869888475836368,-0.002151694459386566,False,False,False,0.6403395061728396,0.3765432098765432,0.5493827160493827,0.7314814814814815,0.23765432098765432,0.21296296296296297,0.8055555555555556,0.8765432098765432,0.941358024691358,0.10185185185185185,0.23765432098765432,0.20987654320987653,0.7993827160493827,0.3317901234567901,0.7746913580246914,0.9197530864197531,0.9382716049382716,0.5015432098765432,0.5015432098765432,0.5015432098765432,0.5015432098765432,30.0,,True,0.5042037037037037,0.5,watch,False,0.0,113.0,default_watch_unmentioned,[],0.5,0.0,False,,,0,0,,,0.0,0,0,,0.0,0.0,0.0,0.0,0,,0,0,0.0,,,0.0,0.0,,False,30.0
